qid,vid,duration_bin,gt_duration_sec,audio_duration_sec,hard_center_hit10_2s,random25_center_hit10_2s_mean,hard_minus_random_center,cohort,p3_location_failure,replacement_status,replacement_unit,removed_random_token,added_hard_token,hard_peak_component_size,random25_top1_center_sec,replacement_top1_center_sec,random25_top1_width_gt_ratio,replacement_top1_width_gt_ratio,random25_best_gt_center_rank,replacement_best_gt_center_rank,random25_gt_center_density_top10,replacement_gt_center_density_top10
elztUCeNQvQ_2,elztUCeNQvQ,2-5s,3.0,299.0,0.0,0.5,-0.5,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,67,65,30,64.5,65.5,2.3333333333333335,2.3333333333333335,5,11,1,0
eu5bq0A3XVQ_2,eu5bq0A3XVQ,2-5s,2.0,300.0,0.0,0.8,-0.8,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,277,125,16,101.0,113.5,4.0,5.5,1,2,2,1
eu5bq0A3XVQ_3,eu5bq0A3XVQ,2-5s,3.0,300.0,0.0,0.5,-0.5,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,116,9,9,237.5,8.5,4.333333333333333,3.6666666666666665,11,11,0,0
fK4QBQZ6i7w_1,fK4QBQZ6i7w,2-5s,4.0,299.0,0.0,0.6,-0.6,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,33,131,3,237.5,123.5,4.25,2.75,2,3,2,1
fPqj3nnwQOI_3,fPqj3nnwQOI,0-2s,1.0,280.0,0.0,0.7,-0.7,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,94,97,29,86.5,89.5,25.0,27.0,5,5,1,1
fPqj3nnwQOI_4,fPqj3nnwQOI,0-2s,1.0,280.0,0.0,0.3,-0.3,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,133,49,21,66.0,65.0,32.0,34.0,11,11,0,0
gW7s3YAthpI_1,gW7s3YAthpI,2-5s,4.0,299.0,0.0,0.2,-0.2,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,54,16,33,21.5,21.0,3.75,4.0,11,2,0,1
gW7s3YAthpI_2,gW7s3YAthpI,2-5s,3.0,299.0,0.0,0.3,-0.3,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,292,49,9,59.0,57.5,4.0,4.333333333333333,11,11,0,0
gbtcDoh0q3c_2,gbtcDoh0q3c,2-5s,4.0,240.0,0.0,0.1,-0.1,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,121,94,2,58.0,58.0,4.0,4.0,11,11,0,0
gf6H_MWCqjw_4,gf6H_MWCqjw,2-5s,3.0,119.0,0.0,0.3,-0.3,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,80,3,5,13.5,9.5,3.0,3.0,11,10,0,1
glAeihz0NAM_1,glAeihz0NAM,2-5s,4.0,185.0,0.0,0.9,-0.9,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,172,44,5,13.5,13.5,3.25,3.25,6,7,2,2
gr5Zss89yLQ_1,gr5Zss89yLQ,0-2s,1.0,106.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,9,30,3,4.5,5.0,3.0,4.0,1,1,2,2
h3UhoHIMfpw_1,h3UhoHIMfpw,2-5s,2.0,130.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,74,59,2,66.5,66.5,3.5,3.5,1,1,1,1
hDMHIDJdfDA_3,hDMHIDJdfDA,2-5s,2.0,76.0,0.0,0.1,-0.1,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,65,2,7,6.0,5.5,2.0,2.5,11,11,0,0
hmd6pa2e_rs_2,hmd6pa2e_rs,2-5s,2.0,242.0,0.0,0.2,-0.2,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,54,59,16,53.0,55.0,9.0,9.0,11,11,0,0
hzn_wGlzGpU_1,hzn_wGlzGpU,2-5s,2.0,126.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,20,124,2,3.5,3.5,3.5,3.5,1,1,1,2
i6MQCm58zlY_3,i6MQCm58zlY,2-5s,3.0,247.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,113,74,5,104.0,69.0,2.6666666666666665,4.0,1,2,1,1
inSvboaSRwA_2,inSvboaSRwA,0-2s,1.0,299.0,0.0,0.5,-0.5,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,236,69,2,68.5,66.5,7.0,7.0,11,11,0,0
jjfUaMQaG1A_2,jjfUaMQaG1A,0-2s,1.0,300.0,0.0,0.7,-0.7,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,12,214,6,9.5,9.5,9.0,9.0,11,3,0,1
jlwe9jtu5Gw_2,jlwe9jtu5Gw,2-5s,2.0,63.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,30,31,6,33.0,32.5,2.0,2.5,5,5,1,1
kXjzsroVTtw_1,kXjzsroVTtw,0-2s,1.0,92.0,0.0,1.0,-1.0,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,8,1,6,27.5,2.5,3.0,5.0,5,6,1,1
lVr-PxhZo8s_3,lVr-PxhZo8s,0-2s,1.0,69.0,0.0,0.8,-0.8,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,35,5,3,6.0,6.0,8.0,8.0,7,9,1,1
lrKGCtSsAkA_3,lrKGCtSsAkA,0-2s,1.0,240.0,0.0,0.8,-0.8,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,50,237,12,106.0,235.0,50.0,10.0,11,11,0,0
m_U506sf9p4_2,m_U506sf9p4,2-5s,2.0,212.0,0.0,0.7,-0.7,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,133,76,4,7.5,77.0,3.5,3.0,11,11,0,0
m_U506sf9p4_3,m_U506sf9p4,2-5s,2.0,212.0,0.0,1.0,-1.0,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,44,59,8,72.5,57.5,3.5,3.5,2,2,2,3
nLtNjMimLE0_1,nLtNjMimLE0,2-5s,4.0,299.0,0.0,0.3,-0.3,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,250,72,36,83.5,82.5,5.75,5.75,11,11,0,0
nU-AI3Cmc3M_1,nU-AI3Cmc3M,2-5s,3.0,86.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,78,1,4,72.5,2.0,1.6666666666666667,1.3333333333333333,6,6,1,1
oNHCc_izsDE_1,oNHCc_izsDE,0-2s,1.0,106.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,43,37,1,2.0,2.0,4.0,4.0,1,1,1,1
os_2U4xqTqw_4,os_2U4xqTqw,2-5s,4.0,223.0,0.0,0.7,-0.7,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,215,59,3,94.5,56.0,2.75,2.5,4,5,1,1
p9qRTh4BmSE_1,p9qRTh4BmSE,2-5s,2.0,128.0,0.0,0.3,-0.3,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,32,8,7,23.5,26.5,4.5,4.5,11,11,0,0
pCQEWAFGEjc_2,pCQEWAFGEjc,2-5s,4.0,299.0,0.0,0.8,-0.8,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,286,28,50,40.5,34.0,2.25,4.0,2,2,2,1
pHYkWkZ4guE_3,pHYkWkZ4guE,2-5s,2.0,300.0,0.0,0.9,-0.9,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,18,131,13,65.0,64.0,5.0,5.0,1,11,1,0
paf0nyjg1Js_1,paf0nyjg1Js,2-5s,4.0,299.0,0.0,0.4,-0.4,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,298,67,22,63.0,64.0,4.5,4.5,11,11,0,0
pgq2KPX5_SA_2,pgq2KPX5_SA,2-5s,4.0,208.0,0.0,0.2,-0.2,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,79,104,8,51.0,51.0,3.0,3.0,11,11,0,0
q1ivQ_2fddk_3,q1ivQ_2fddk,2-5s,2.0,167.0,0.0,0.9,-0.9,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,50,160,1,9.5,161.0,3.5,3.0,8,8,1,1
qeSl7YZAfs4_2,qeSl7YZAfs4,2-5s,4.0,299.0,0.0,0.5,-0.5,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,233,29,52,36.0,35.0,10.0,10.5,11,11,0,0
rPkCYq4Zjwk_1,rPkCYq4Zjwk,2-5s,3.0,203.0,0.0,0.6,-0.6,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,73,1,3,15.0,12.5,2.6666666666666665,3.6666666666666665,11,10,0,1
rvtA7c1I4xo_2,rvtA7c1I4xo,2-5s,4.0,130.0,0.0,0.9,-0.9,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,51,11,4,1.5,5.0,0.75,1.5,4,1,1,3
rvtA7c1I4xo_4,rvtA7c1I4xo,2-5s,3.0,130.0,0.0,0.8,-0.8,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,128,35,28,93.5,93.5,2.3333333333333335,2.3333333333333335,7,7,1,1
sTMKled6Q1M_3,sTMKled6Q1M,2-5s,3.0,300.0,0.0,0.9,-0.9,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,100,15,5,92.0,91.5,4.666666666666667,4.333333333333333,5,5,1,1
sqsI2UyrcBQ_1,sqsI2UyrcBQ,2-5s,2.0,67.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,12,14,13,3.5,16.5,1.5,1.5,1,2,2,1
t4prXmPwthg_2,t4prXmPwthg,2-5s,4.0,249.0,0.0,0.1,-0.1,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,10,104,10,221.5,221.5,2.25,2.25,11,11,0,0
taYKM1OSTwE_2,taYKM1OSTwE,0-2s,1.0,220.0,0.0,0.3,-0.3,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,71,4,20,2.5,3.5,5.0,7.0,11,11,0,0
tfOIhQpYYe8_2,tfOIhQpYYe8,2-5s,3.0,109.0,0.0,0.1,-0.1,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,65,6,18,9.5,7.5,3.0,3.6666666666666665,11,11,0,0
tjCNwdOUiGc_1,tjCNwdOUiGc,2-5s,3.0,299.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,206,1,3,3.5,4.0,2.3333333333333335,2.6666666666666665,1,1,3,3
uJzAf4PaExI_3,uJzAf4PaExI,2-5s,4.0,299.0,0.0,0.4,-0.4,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,148,204,12,206.0,206.5,2.5,3.25,11,11,0,0
uY4fe5DT1gI_1,uY4fe5DT1gI,2-5s,2.0,299.0,0.0,0.6,-0.6,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,165,147,6,222.0,221.5,8.0,7.5,11,11,0,0
vfNKduToki4_1,vfNKduToki4,0-2s,1.0,217.0,0.0,0.4,-0.4,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,15,89,2,41.0,41.0,10.0,10.0,11,11,0,0
vigslb0kClE_2,vigslb0kClE,2-5s,3.0,137.0,0.0,1.0,-1.0,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,134,38,8,31.0,33.0,2.0,2.0,1,2,2,1
vruDH_YLaPI_1,vruDH_YLaPI,0-2s,1.0,125.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,43,5,2,11.0,11.0,6.0,4.0,1,1,2,3
wAZrOPvul4Y_1,wAZrOPvul4Y,2-5s,2.0,283.0,0.0,0.5,-0.5,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,255,87,10,115.0,89.0,5.0,5.0,11,11,0,0
wBs02amFGXs_2,wBs02amFGXs,2-5s,4.0,299.0,0.0,1.0,-1.0,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,186,2,3,7.0,7.0,3.5,3.5,1,1,3,3
x5AH2gW_8S4_2,x5AH2gW_8S4,0-2s,1.0,110.0,0.0,0.5,-0.5,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,105,20,2,61.0,61.0,4.0,4.0,4,4,1,1
xUWSHYoslPQ_2,xUWSHYoslPQ,2-5s,4.0,115.0,0.0,0.8,-0.8,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,94,16,22,7.0,6.5,2.5,2.25,2,2,1,1
yrxa6_P2I80_2,yrxa6_P2I80,0-2s,1.0,240.0,0.0,0.4,-0.4,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,24,95,12,157.0,156.5,10.0,9.0,7,7,1,1
z1ax0QPpd14_1,z1ax0QPpd14,2-5s,3.0,183.0,0.0,0.6,-0.6,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,61,103,3,55.5,105.0,3.6666666666666665,2.6666666666666665,5,7,1,1
z1ax0QPpd14_3,z1ax0QPpd14,0-2s,1.0,183.0,0.0,0.6,-0.6,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,59,25,20,63.0,63.0,10.0,10.0,9,9,1,1
zwoqJY03yHE_1,zwoqJY03yHE,0-2s,1.0,300.0,0.0,0.1,-0.1,harmful,1,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,193,82,19,83.5,80.5,13.0,13.0,11,2,0,1
zwoqJY03yHE_4,zwoqJY03yHE,2-5s,2.0,300.0,0.0,0.9,-0.9,harmful,0,VALID_TOKEN_LEVEL,single_token; peak-level replacement not claimed,195,229,3,208.5,234.5,4.5,4.5,2,3,2,1
