qid,duration_bin,cohort,p3_location_failure,labels,evidence,native_status,qd_alignment,human_review_status
HdPSebdDxe4_4,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
Hdxfbpnd2-8_3,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
Hdxfbpnd2-8_4,0-2s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
HxZADVzNIqs_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
HxZADVzNIqs_3,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
I4HpYGMMsz4_1,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
IJ6pm5Kns8A_1,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
IJ6pm5Kns8A_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
IsUG5SKWNZA_2,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
ItS07xtdi4s_3,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
ItS07xtdi4s_5,0-2s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
JC2ZrXzCX4Y_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
JZloTOdIY_c_3,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
JmWaRt8-u0s_1,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
K-7Y8yhcUiw_3,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
K03ydb1uaoQ_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
KJhGuhNHToA_1,2-5s,control,1,MODEL_SPECIFIC_FALSE_POSITIVE;DECODER_ATTRACTION,"native GT window scored above hard, while QD final center evidence favored hard; full-access top-1 decoder reference moved closer to hard peak",VALID,QD_HARD_FAVORED,UNLABELED
KJhGuhNHToA_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,VALID,QD_GT_FAVORED,UNLABELED
KJhGuhNHToA_4,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,VALID,QD_GT_FAVORED,UNLABELED
K_Vre_-4KqU_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
Kel-hfZ_9h8_4,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
KnsKf9KoNds_1,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
KnsKf9KoNds_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
KvrcRMfFzOE_1,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
LB6CZ0x-kns_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
LCwSUVuTyvg_2,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
LP_DzNUkAKY_1,0-2s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
LP_DzNUkAKY_2,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
LVvS3s9dFKw_2,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
LVvS3s9dFKw_3,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
LvMA1Wcgu3w_1,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
MBP4RcnwGZw_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
MPLZUg89y5U_2,0-2s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
MVGhC-xB79s_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
MdlEswBfZMQ_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
MkbP_8zJwXU_2,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
MvHpNzDpC6Q_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
N_s9F4CI_98_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
NeWW30WZjPc_1,0-2s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
Ni3dIj90Oa4_2,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
NlKlRKz8OKI_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
NlKlRKz8OKI_2,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
OMGHnJV0l2U_1,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
OUUckswAaNI_4,0-2s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
ObWjGBJF_94_1,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
OpiWMltpj44_1,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
OpiWMltpj44_3,0-2s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
OpiWMltpj44_4,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
Ot0bN_hz2ec_3,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_TIE,UNLABELED
PO8Nu3F8mkA_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;SEMANTIC_COMPETITOR,strong hard peak is adjacent/moderately near or overlaps GT±2s; native MS-CLAP hard window scored above matched GT window,VALID,QD_GT_FAVORED,UNLABELED
PTyFYxXdut4_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_TIE,UNLABELED
PYP-r0nvbFk_2,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
PYP-r0nvbFk_3,0-2s,harmful,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
Pb6MqpdX5Jw_4,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
Pb6MqpdX5Jw_5,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
QHfyKaOHSz4_2,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
QKHpSAAjakY_1,0-2s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
QKHpSAAjakY_3,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
QOmV7O9mFwg_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
QOmV7O9mFwg_2,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
QOmV7O9mFwg_3,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
QRtuOWWya30_1,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
QvATUKXYFBs_2,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
QvATUKXYFBs_4,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
R4fXcbWFhJg_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
R4fXcbWFhJg_2,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
RNBoH2LHQEM_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
RfGapDlAYoQ_1,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
RfGapDlAYoQ_2,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
RfGapDlAYoQ_3,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
Rp4Ct_TQvAM_2,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
RrmBGjJqlEo_1,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
S0SQyFXbqF8_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
SQHYl2Kp5ww_2,2-5s,control,1,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
T32kii824pA_2,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
T9_ep-3BZDY_1,0-2s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
T9_ep-3BZDY_2,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
Tgxst7Ft9js_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
TtRtURWVYBE_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
U3CAjsm1sec_1,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
U5ij0M7T-hk_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
U90e2P9jy30_1,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
U90e2P9jy30_2,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
UAmDLPjNyMg_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
UE3XnVFodMI_1,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
UQtBt6CQpwg_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
UXGzbBGbqAA_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
V4PLSw_WzVw_1,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
V4PLSw_WzVw_2,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
V8A0VRGdgwM_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
V8A0VRGdgwM_2,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
VE6Ku0-ucUM_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
VE6Ku0-ucUM_2,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
VE6Ku0-ucUM_3,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
VZLZ08k3YeA_1,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
VZLZ08k3YeA_3,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
VZLZ08k3YeA_4,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
VjSEIRnLAh8_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
VjSEIRnLAh8_4,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
WCYfCfW9NA0_4,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
WUpeplQr3A4_1,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
WUyeFOyKIg0_1,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
WUyeFOyKIg0_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
Wq4OD3olO2w_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
WqXFAY4k79s_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
XZTt1xdK8uQ_1,0-2s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
YflmW68gL4E_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
Z1Cyj4N05lk_3,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
Z3wDry8nnJs_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
Z3wDry8nnJs_3,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
ZBtgrP4vU_w_2,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
ZTYAQBnU4GM_1,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
ZUmZgPL0ges_3,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
Z_smJ66Tb3c_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
Z_smJ66Tb3c_3,0-2s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
Zsf2YvJfCKw_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
_AcJVyToQUQ_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
_BSmz3SEW1w_1,2-5s,control,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
_BSmz3SEW1w_2,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
_C2HinL8VlM_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
_YS5uKWoB6g_2,0-2s,harmful,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_TIE,UNLABELED
_YS5uKWoB6g_5,0-2s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
_ezm-TpKj1w_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
_oKXrY5Ff0g_3,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
aMhu5eMQAsI_3,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
aZAXO2WZn84_2,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
aZAXO2WZn84_4,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
aZAXO2WZn84_5,0-2s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
ajheseWZmmU_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
b1PXsfgQw5w_1,0-2s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
b1PXsfgQw5w_2,0-2s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
bUTOsLXYyxg_1,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
bX2vDaHL26U_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
bX2vDaHL26U_2,0-2s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
bgbnu5YKTDg_4,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
bpv_LneHmfU_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
cPiSd5nJLrI_1,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
cPiSd5nJLrI_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
cz0FSQDVBMw_2,0-2s,harmful,1,SEMANTIC_COMPETITOR;DECODER_ATTRACTION,native MS-CLAP hard window scored above matched GT window; full-access top-1 decoder reference moved closer to hard peak,VALID,QD_HARD_FAVORED,UNLABELED
d6gu2w19YQo_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
dYvL6uEMl6E_1,0-2s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
dkiwn2FdDVw_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
dkiwn2FdDVw_3,0-2s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
dkiwn2FdDVw_4,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
e2rScj9UyMs_2,0-2s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
eRU-rABp8nk_2,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
eRU-rABp8nk_3,0-2s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
eUecAF626A8_2,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
eYbFtxZmKL4_1,2-5s,control,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_TIE,UNLABELED
elztUCeNQvQ_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
elztUCeNQvQ_2,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
elztUCeNQvQ_5,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
emGPabOePzA_1,2-5s,control,0,SEMANTIC_COMPETITOR,native MS-CLAP hard window scored above matched GT window,VALID,QD_GT_FAVORED,UNLABELED
eu5bq0A3XVQ_2,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
eu5bq0A3XVQ_3,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
fGGYeXR_LS8_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
fK4QBQZ6i7w_1,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
fPqj3nnwQOI_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
fPqj3nnwQOI_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
fPqj3nnwQOI_3,0-2s,harmful,1,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
fPqj3nnwQOI_4,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
