qid,vid,duration_bin,gt_duration_sec,audio_duration_sec,hard_center_hit10_2s,random25_center_hit10_2s_mean,hard_minus_random_center,cohort,p3_location_failure,query_conditioned_memory_score_status,query_conditioned_memory_score_reason,full_best_gt_center_rank,full_best_hard_center_rank,full_gt_center_density_top10,full_hard_center_density_top10,full_top1_center_sec,full_top1_width_gt_ratio,hard25_best_gt_center_rank,hard25_best_hard_center_rank,hard25_gt_center_density_top10,hard25_hard_center_density_top10,hard25_top1_center_sec,hard25_top1_width_gt_ratio,full_attn_l0_total,full_attn_l0_gt_mass,full_attn_l0_hard_peak_mass,full_attn_l0_other_mass,full_attn_l1_total,full_attn_l1_gt_mass,full_attn_l1_hard_peak_mass,full_attn_l1_other_mass,hard25_attn_l0_total,hard25_attn_l0_gt_mass,hard25_attn_l0_hard_peak_mass,hard25_attn_l0_other_mass,hard25_attn_l1_total,hard25_attn_l1_gt_mass,hard25_attn_l1_hard_peak_mass,hard25_attn_l1_other_mass
C5kmOK_l4jc_1,C5kmOK_l4jc,0-2s,1.0,79.0,1.0,0.7,0.30000000000000004,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,3,11,1,0,25.0,4.0,5,11,1,0,26.0,6.0,1.0,0.004168416373431683,0.0036352272145450115,0.9921963810920715,1.0,0.00993033405393362,0.03150708228349686,0.9585624933242798,1.0,0.04033304750919342,0.02061404474079609,0.939052939414978,1.0,0.024286508560180664,0.05740981549024582,0.9183036684989929
C8kR19NvynA_1,C8kR19NvynA,2-5s,4.0,299.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,5,11,1,0,12.5,1.75,1,5,2,1,68.5,1.75,1.0,0.37649500370025635,0.05611615628004074,0.5673888325691223,1.0,0.31548771262168884,0.0815674215555191,0.6029448509216309,1.0,0.6671363711357117,0.10443858802318573,0.2284250557422638,1.0,0.5101755857467651,0.10232099890708923,0.387503445148468
CO6-i8NLbeo_1,CO6-i8NLbeo,2-5s,4.0,187.0,0.0,0.1,-0.1,harmful,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,9,1,1,1,6.5,2.75,11,11,0,0,7.5,2.75,1.0,0.040262117981910706,0.23462633788585663,0.7251116037368774,0.9999999403953552,0.06508488953113556,0.44814902544021606,0.48676609992980957,0.9999999403953552,0.30579274892807007,0.2646010220050812,0.42960619926452637,1.0,0.14174491167068481,0.45463359355926514,0.40362149477005005
CO6-i8NLbeo_2,CO6-i8NLbeo,2-5s,3.0,187.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,11,3,0,74.5,1.6666666666666667,1,4,4,1,75.0,2.0,1.0,0.16518905758857727,0.0046303789131343365,0.8301805257797241,0.9999999403953552,0.2724233567714691,0.03677859529852867,0.6907980442047119,1.0,0.33209532499313354,0.005682703573256731,0.6622220277786255,1.0,0.39570528268814087,0.04417106509208679,0.56012362241745
Cbe2B6ohBpw_1,Cbe2B6ohBpw,2-5s,3.0,60.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,1,1,1,2.0,1.3333333333333333,1,11,1,0,3.0,2.0,1.0,0.23560194671154022,0.012934678234159946,0.7514634132385254,1.0,0.2835298478603363,0.27214184403419495,0.44432830810546875,1.0,0.24170012772083282,0.016909364610910416,0.7413905262947083,1.0,0.33025360107421875,0.19628939032554626,0.4734570384025574
Cbe2B6ohBpw_2,Cbe2B6ohBpw,2-5s,2.0,60.0,1.0,0.8,0.19999999999999996,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,5,3,1,1,3.5,1.5,7,1,1,1,13.0,1.0,1.0,0.006421699188649654,0.002996145747601986,0.9905821681022644,1.0,0.025582600384950638,0.014673731289803982,0.9597437381744385,1.0,0.14954954385757446,0.0042562466114759445,0.8461942076683044,0.9999999403953552,0.0872744619846344,0.039009492844343185,0.8737160563468933
CefFMA3klxk_1,CefFMA3klxk,0-2s,1.0,299.0,0.0,0.1,-0.1,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,5,0,1,123.0,10.0,11,11,0,0,130.0,10.0,1.0,0.016525067389011383,0.14729908108711243,0.8361758589744568,1.0,0.009099230170249939,0.09195205569267273,0.8989486694335938,1.0,0.0686815157532692,0.2940721809864044,0.637246310710907,1.0,0.024118509143590927,0.20280054211616516,0.7730809450149536
CefFMA3klxk_3,CefFMA3klxk,2-5s,2.0,299.0,0.0,0.8,-0.8,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,5,11,1,0,114.0,6.0,11,1,0,2,121.0,8.0,1.0,0.00445916224271059,0.12243884056806564,0.8731020092964172,1.0,0.006542596034705639,0.4244765341281891,0.5689809322357178,1.0,0.07396741956472397,0.23652184009552002,0.689510703086853,0.9999998807907104,0.031431056559085846,0.7039434909820557,0.26462531089782715
CvNAwby6Xos_1,CvNAwby6Xos,2-5s,4.0,299.0,0.0,0.9,-0.9,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,63.0,2.0,11,11,0,0,65.5,2.25,1.0,0.11068018525838852,0.008741132915019989,0.8805786967277527,1.0,0.17998795211315155,0.10718884319067001,0.712823212146759,1.0,0.326752245426178,0.01690322905778885,0.6563445329666138,1.0,0.22606916725635529,0.14147794246673584,0.6324529051780701
D2Xc_jZllDY_2,D2Xc_jZllDY,2-5s,2.0,299.0,1.0,0.9,0.09999999999999998,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,11,4,0,152.0,4.0,2,1,3,1,56.5,3.5,1.0,0.09444170445203781,0.0012971176765859127,0.9042611718177795,1.0,0.20447026193141937,0.0017557615647092462,0.7937740087509155,0.9999999403953552,0.18470969796180725,0.008744052611291409,0.8065462112426758,1.0,0.3103176951408386,0.009600789286196232,0.6800816059112549
Dc2WEiRk0rA_2,Dc2WEiRk0rA,2-5s,3.0,73.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,6,11,1,0,3.0,1.3333333333333333,8,9,1,1,2.5,1.0,1.0,0.045567288994789124,0.3599680960178375,0.5944646596908569,0.9999999403953552,6.415396637748927e-05,0.626430332660675,0.37350553274154663,1.0000001192092896,0.36865127086639404,0.3928796052932739,0.23846910893917084,1.0,0.004651850555092096,0.6473405957221985,0.34800755977630615
DjKGzOe_COc_1,DjKGzOe_COc,2-5s,3.0,113.0,1.0,0.1,0.9,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,4,0,1,95.0,6.666666666666667,10,4,1,1,99.5,9.0,1.0,0.1938876062631607,0.005980021320283413,0.8001323938369751,1.0,0.1020183339715004,0.000909219088498503,0.897072434425354,1.0,0.4940160810947418,0.018704839050769806,0.48727911710739136,1.0,0.24985143542289734,0.001620556111447513,0.748528003692627
Dn3buZWMzwY_1,Dn3buZWMzwY,2-5s,2.0,99.0,1.0,0.8,0.19999999999999996,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,3,2,1,1,56.5,1.5,4,11,1,0,74.0,2.0,1.0,0.00019203244301024824,0.008272185921669006,0.9915357828140259,1.0,0.05749722197651863,0.09267283231019974,0.8498299717903137,1.0,0.002840522676706314,0.044185057282447815,0.9529744386672974,1.0,0.04296710714697838,0.11040745675563812,0.8466254472732544
Dn3buZWMzwY_2,Dn3buZWMzwY,0-2s,1.0,99.0,1.0,0.9,0.09999999999999998,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,2,3,1,1,91.0,6.0,2,11,1,0,76.5,5.0,1.0,0.016669029369950294,0.0860169380903244,0.8973140120506287,1.0,0.01348218321800232,0.11619177460670471,0.870326042175293,1.0,0.023003187030553818,0.18373820185661316,0.7932586669921875,1.0,0.04499681293964386,0.06240278482437134,0.892600417137146
Dn3buZWMzwY_3,Dn3buZWMzwY,0-2s,1.0,99.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,2,2,1,1,90.5,9.0,2,11,1,0,82.5,5.0,0.9999999403953552,0.016656754538416862,0.032149896025657654,0.9511933326721191,1.0,0.026151787489652634,0.033223751932382584,0.940624475479126,1.0,0.023753587156534195,0.06301037222146988,0.9132360219955444,0.9999999403953552,0.048056118190288544,0.06773242354393005,0.8842114210128784
Dn3buZWMzwY_4,Dn3buZWMzwY,2-5s,2.0,99.0,0.0,0.8,-0.8,harmful,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,2,1,1,27.5,8.5,11,11,0,0,77.5,14.5,1.0,0.014027876779437065,0.04951515793800354,0.9364569783210754,1.0,0.01574060507118702,0.0520983450114727,0.9321610331535339,1.0,0.05521053075790405,0.145791158080101,0.7989983558654785,1.0,0.023440908640623093,0.09188172221183777,0.8846772909164429
E3D_z0aoUEg_4,E3D_z0aoUEg,2-5s,3.0,158.0,0.0,1.0,-1.0,harmful,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,3,1,1,1,153.5,1.6666666666666667,11,1,0,2,152.5,0.3333333333333333,1.0,0.09729425609111786,0.043924733996391296,0.8587810397148132,1.0,0.16975660622119904,0.15995454788208008,0.6702888607978821,1.0,0.19782257080078125,0.2881496250629425,0.5140277743339539,1.0,0.14207014441490173,0.18412499129772186,0.6738048195838928
E3Q1jfTeuWs_1,E3Q1jfTeuWs,2-5s,2.0,60.0,1.0,0.9,0.09999999999999998,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,1,0,1,1.5,1.5,3,1,2,1,2.0,1.0,1.0,0.003998972475528717,0.30505073070526123,0.6909502744674683,1.0,0.02964917942881584,0.6245047450065613,0.3458460569381714,1.0,0.1992139369249344,0.4194839298725128,0.3813021183013916,0.9999999403953552,0.3151342272758484,0.6252577304840088,0.05960801988840103
E3Q1jfTeuWs_2,E3Q1jfTeuWs,2-5s,2.0,60.0,1.0,0.9,0.09999999999999998,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,6,1,1,1,1.5,1.5,8,1,1,1,2.5,1.5,1.0000001192092896,0.009662861004471779,0.2768924832344055,0.713444709777832,0.9999999403953552,0.015353718772530556,0.6002128720283508,0.384433388710022,1.0,0.13495545089244843,0.3803666830062866,0.48467785120010376,1.0,0.18936623632907867,0.6183026432991028,0.19233115017414093
ECw5Yf7QoMo_3,ECw5Yf7QoMo,2-5s,2.0,299.0,0.0,0.1,-0.1,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,5.0,5.0,11,11,0,0,7.0,6.0,1.0,9.790693002287298e-05,0.11263526976108551,0.8872668147087097,1.0,0.006787357851862907,0.14436869323253632,0.8488439321517944,1.0,0.013412988744676113,0.19723954796791077,0.7893475294113159,1.0,0.03087548539042473,0.1664895862340927,0.8026349544525146
ESjMIqrvRj4_2,ESjMIqrvRj4,2-5s,4.0,299.0,1.0,0.9,0.09999999999999998,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,11,2,0,115.5,3.75,1,2,2,1,117.0,4.5,0.9999999403953552,0.06336706876754761,0.03205879032611847,0.9045741558074951,1.0,0.20107343792915344,0.0667659267783165,0.7321606874465942,1.0,0.14000454545021057,0.0448138564825058,0.8151816129684448,0.9999999403953552,0.14184385538101196,0.04626131430268288,0.8118947744369507
ESjMIqrvRj4_5,ESjMIqrvRj4,0-2s,1.0,299.0,1.0,0.5,0.5,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,4,11,1,0,156.0,12.0,5,11,1,0,143.5,1.0,1.0,0.007384533528238535,0.04512390121817589,0.9474915266036987,1.0,0.002793604042381048,0.09001258760690689,0.9071937799453735,1.0,0.03481753170490265,0.1070721298456192,0.8581103086471558,1.0,0.005686987191438675,0.11607246845960617,0.8782405853271484
EUZaxaWqhwg_1,EUZaxaWqhwg,2-5s,4.0,165.0,0.0,0.0,0.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,2,0,1,11.5,4.25,11,11,0,0,88.5,27.25,1.0,0.0007260236889123917,0.0136511055752635,0.9856228828430176,1.0,0.012384124100208282,0.04727592319250107,0.940339982509613,0.9999999403953552,0.022113647311925888,0.12551157176494598,0.852374792098999,1.0,0.030125178396701813,0.19419018924236298,0.7756845951080322
EcihYbSlyck_3,EcihYbSlyck,2-5s,2.0,157.0,0.0,0.3,-0.3,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,44.0,5.0,11,11,0,0,12.0,6.0,1.0,0.011861402541399002,0.009706374257802963,0.9784321784973145,1.0,0.005934558343142271,0.09361512213945389,0.9004502296447754,1.0,0.3170804977416992,0.08965727686882019,0.5932621955871582,1.0,0.2825163006782532,0.1667328029870987,0.5507509112358093
ErxgH5g3Kx0_1,ErxgH5g3Kx0,0-2s,1.0,210.0,0.0,0.0,0.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,1,0,1,168.5,5.0,11,1,0,1,169.0,12.0,0.9999999403953552,0.025344569236040115,0.03210049867630005,0.9425548315048218,1.0,0.015305683948099613,0.19372260570526123,0.7909716963768005,1.0,0.04067378491163254,0.15169429779052734,0.8076319098472595,1.0,0.015356861986219883,0.3550412952899933,0.6296018362045288
ErxgH5g3Kx0_2,ErxgH5g3Kx0,2-5s,2.0,210.0,0.0,1.0,-1.0,harmful,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,9,2,1,1,69.5,3.5,11,5,0,1,73.0,4.0,1.0,0.013325605541467667,0.08128282427787781,0.9053915739059448,1.0,0.020649483427405357,0.1140124574303627,0.8653380870819092,0.9999999403953552,0.2419559508562088,0.2485063225030899,0.5095376968383789,1.0,0.23857244849205017,0.1970500648021698,0.56437748670578
EzWEO2WD_MM_1,EzWEO2WD_MM,2-5s,3.0,188.0,1.0,1.0,0.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,20.5,1.6666666666666667,7,11,1,0,23.0,1.3333333333333333,0.9999999403953552,0.10922212898731232,0.03516929969191551,0.8556085824966431,0.9999999403953552,0.08677220344543457,0.031595148146152496,0.8816326260566711,1.0,0.1100553572177887,0.04517382010817528,0.8447708487510681,1.0,0.11829580366611481,0.05125079303979874,0.8304534554481506
EzWEO2WD_MM_2,EzWEO2WD_MM,2-5s,3.0,188.0,1.0,0.4,0.6,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,3,11,3,0,141.0,28.666666666666668,10,11,1,0,116.0,52.0,1.0,0.03202452138066292,0.03535611554980278,0.9326193928718567,1.0,0.04462958127260208,0.014483209699392319,0.9408872127532959,0.9999999403953552,0.6152855157852173,0.14993880689144135,0.23477570712566376,1.0,0.662018895149231,0.12892432510852814,0.2090567946434021
FDwK7T1JO_0_2,FDwK7T1JO_0,2-5s,3.0,202.0,1.0,0.9,0.09999999999999998,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,2,2,1,57.0,2.0,1,11,2,0,55.0,2.6666666666666665,1.0,0.06486550718545914,0.023614056408405304,0.9115204215049744,1.0,0.19498638808727264,0.01800599694252014,0.7870076894760132,1.0,0.24583734571933746,0.07957187294960022,0.6745907664299011,1.0,0.2549218237400055,0.025242269039154053,0.7198359370231628
FR7BDRhMATo_2,FR7BDRhMATo,2-5s,4.0,299.0,0.0,0.0,0.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,1,0,1,31.5,11.25,11,11,0,0,39.0,19.5,1.0,0.006364776752889156,0.3724640905857086,0.621171236038208,1.0,0.008182709105312824,0.7397677302360535,0.2520495653152466,1.0,0.46401041746139526,0.4768548905849457,0.05913473665714264,1.0,0.20645612478256226,0.7647552490234375,0.028788581490516663
FXdoNvmrYxo_2,FXdoNvmrYxo,2-5s,4.0,299.0,0.0,0.9,-0.9,harmful,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,3,11,1,0,104.0,2.5,11,2,0,1,176.0,3.0,1.0,0.05048340931534767,0.05753031745553017,0.8919863104820251,1.0,0.1167495846748352,0.17483538389205933,0.7084150314331055,1.0,0.12426750361919403,0.14330609142780304,0.7324264049530029,1.0,0.15687617659568787,0.21382993459701538,0.6292938590049744
Flk-X0gwjF4_1,Flk-X0gwjF4,2-5s,4.0,299.0,0.0,0.0,0.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,15.0,7.0,11,11,0,0,110.0,55.0,1.0,0.03772339969873428,0.1962561011314392,0.7660205364227295,1.0,0.21843791007995605,0.19236305356025696,0.5891990661621094,1.0,0.061375945806503296,0.28504568338394165,0.6535784006118774,0.9999999403953552,0.10315291583538055,0.33872419595718384,0.5581228733062744
G3YO2unWz7k_1,G3YO2unWz7k,0-2s,1.0,299.0,0.0,0.0,0.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,14.5,9.0,11,11,0,0,15.0,10.0,0.9999999403953552,0.00326010980643332,0.2086394727230072,0.7881004214286804,1.0,0.003237109398469329,0.20959974825382233,0.7871630787849426,1.0,0.11084367334842682,0.2652623653411865,0.6238939762115479,1.0,0.022891618311405182,0.25706231594085693,0.7200460433959961
GGgQR7aIofY_1,GGgQR7aIofY,2-5s,2.0,168.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,11,2,0,32.5,2.5,1,3,1,1,32.0,2.0,1.0,0.028897935524582863,0.0361771322786808,0.9349249601364136,1.0,0.18733221292495728,0.12909312546253204,0.6835746765136719,0.9999999403953552,0.04183432459831238,0.07053426653146744,0.8876314163208008,0.9999999403953552,0.21718019247055054,0.20821622014045715,0.5746035575866699
GGgQR7aIofY_3,GGgQR7aIofY,2-5s,3.0,168.0,0.0,0.6,-0.6,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,2,0,1,41.5,2.3333333333333335,11,3,0,1,42.5,2.3333333333333335,1.0,0.011860564351081848,0.06707503646612167,0.9210643768310547,1.0,0.015456410124897957,0.4188004732131958,0.565743088722229,1.0,0.03755246102809906,0.19730833172798157,0.7651392221450806,0.9999999403953552,0.02954983524978161,0.47166314721107483,0.4987870156764984
GOD8Bt5LfDE_2,GOD8Bt5LfDE,2-5s,3.0,129.0,0.0,0.2,-0.2,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,115.5,2.3333333333333335,11,11,0,0,112.0,4.0,1.0,0.02106866054236889,0.01781214214861393,0.9611192345619202,1.0,0.006656507961452007,0.049480684101581573,0.943862795829773,1.0,0.12701700627803802,0.08445286005735397,0.788530170917511,1.0,0.021642139181494713,0.18658436834812164,0.7917734384536743
GOD8Bt5LfDE_3,GOD8Bt5LfDE,2-5s,2.0,129.0,1.0,0.7,0.30000000000000004,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,3,0,1,111.0,2.0,6,3,1,1,112.0,3.0,0.9999999403953552,0.027279237285256386,0.3852351903915405,0.5874856114387512,1.0,0.0684582069516182,0.04405447468161583,0.8874872922897339,1.0,0.06099701672792435,0.46703171730041504,0.4719712734222412,1.0,0.04712294042110443,0.16274157166481018,0.7901355028152466
Gkb4f6yodPE_2,Gkb4f6yodPE,2-5s,3.0,299.0,0.0,0.8,-0.8,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,8,0,1,273.5,4.333333333333333,11,11,0,0,185.0,4.666666666666667,1.0,0.0026883650571107864,0.05568105727434158,0.9416306018829346,0.9999999403953552,0.0010446871165186167,0.009683875367045403,0.9892714023590088,1.0,0.006900586187839508,0.08905625343322754,0.9040431976318359,1.0,0.030857712030410767,0.010876022279262543,0.9582661986351013
H7-orYrKBeo_1,H7-orYrKBeo,2-5s,4.0,93.0,1.0,0.6,0.4,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,1,0,1,11.0,5.5,2,1,2,1,9.5,4.75,1.0,0.005011923145502806,0.38227567076683044,0.6127123832702637,1.0,0.030375830829143524,0.7333006858825684,0.23632347583770752,1.0,0.32339155673980713,0.632103681564331,0.04450475424528122,1.0,0.18434561789035797,0.8088486194610596,0.006805718876421452
H7rd9bZtbgc_1,H7rd9bZtbgc,2-5s,3.0,299.0,1.0,1.0,0.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,8.0,3.3333333333333335,1,11,1,0,6.0,2.6666666666666665,1.0,0.046321380883455276,0.02233012765645981,0.9313485026359558,1.0,0.10162682086229324,0.05056116729974747,0.8478119969367981,1.0,0.09238461405038834,0.04452124238014221,0.86309415102005,1.0000001192092896,0.1401878148317337,0.06964339315891266,0.790168821811676
H7rd9bZtbgc_2,H7rd9bZtbgc,0-2s,1.0,299.0,1.0,0.0,1.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,213.5,155.0,9,11,1,0,34.0,68.0,1.0,0.01447328645735979,0.006264881230890751,0.9792618751525879,1.0,0.0025744466111063957,0.003095681080594659,0.9943298697471619,0.9999999403953552,0.15030546486377716,0.019626770168542862,0.8300677537918091,1.0,0.11122278869152069,0.008982878178358078,0.8797943592071533
HVz-FJBf_iM_1,HVz-FJBf_iM,0-2s,1.0,67.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,3,3,2,1,26.0,4.0,3,3,2,1,25.0,8.0,1.0,0.023228947073221207,0.09068284928798676,0.8860882520675659,1.0,0.020306743681430817,0.0384836383163929,0.9412096738815308,1.0,0.14065146446228027,0.20237937569618225,0.6569691300392151,1.0,0.10298541188240051,0.09826458990573883,0.7987499833106995
HdPSebdDxe4_1,HdPSebdDxe4,2-5s,2.0,121.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,11,4,0,5.0,2.0,1,11,4,0,5.0,3.0,1.0,0.2589505910873413,0.00916488841176033,0.7318844795227051,1.0,0.35310932993888855,0.013626327738165855,0.6332643628120422,1.0,0.4125879108905792,0.09952393174171448,0.4878881871700287,0.9999999403953552,0.6644437313079834,0.022739648818969727,0.31281664967536926
HdPSebdDxe4_4,HdPSebdDxe4,2-5s,4.0,121.0,1.0,0.9,0.09999999999999998,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,2,1,1,1,2.5,0.75,3,1,1,1,2.5,0.75,1.0,0.010831236839294434,0.2612326741218567,0.7279360890388489,1.0000001192092896,7.0806836447445676e-06,0.23802010715007782,0.7619727849960327,0.9999999403953552,0.18560642004013062,0.2826966643333435,0.5316969156265259,1.0,0.0001718591374810785,0.31148087978363037,0.6883472204208374
Hdxfbpnd2-8_3,Hdxfbpnd2-8,2-5s,2.0,299.0,0.0,0.9,-0.9,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,3.5,3.5,11,11,0,0,140.5,7.5,1.0,0.0016681533306837082,0.33330217003822327,0.6650296449661255,0.9999999403953552,0.0022680051624774933,0.6249892115592957,0.3727427124977112,0.9999998807907104,0.11126179248094559,0.5313872694969177,0.3573508858680725,1.0000001192092896,0.07880376279354095,0.6372860670089722,0.28391018509864807
Hdxfbpnd2-8_4,Hdxfbpnd2-8,0-2s,1.0,299.0,0.0,0.3,-0.3,harmful,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,7,11,1,0,218.0,12.0,11,11,0,0,50.5,9.0,1.0,0.00010424901120131835,0.002464307239279151,0.9974315166473389,1.0,0.0008970907656475902,0.0032061608508229256,0.9958968162536621,1.0,0.0004064312088303268,0.062110401690006256,0.9374831914901733,0.9999999403953552,0.0014044165145605803,0.019250113517045975,0.979345440864563
HxZADVzNIqs_2,HxZADVzNIqs,2-5s,4.0,299.0,0.0,0.0,0.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,9,1,1,1,28.0,14.0,11,1,0,1,24.5,12.25,1.0,0.0386635884642601,0.3656667172908783,0.5956696271896362,1.0,0.004466602113097906,0.6981413960456848,0.29739198088645935,0.9999999403953552,0.5990345478057861,0.38114476203918457,0.019820667803287506,1.0,0.1251026839017868,0.7496089339256287,0.12528839707374573
HxZADVzNIqs_3,HxZADVzNIqs,2-5s,3.0,299.0,0.0,0.0,0.0,control,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,11,0,0,281.0,8.666666666666666,11,11,0,0,71.5,26.333333333333332,1.0,0.006962547078728676,0.38201743364334106,0.611020028591156,1.0,0.0016917942557483912,0.27409154176712036,0.724216639995575,1.0,0.12156348675489426,0.48668110370635986,0.3917554020881653,1.0,0.04989071190357208,0.34754878282546997,0.6025604605674744
I4HpYGMMsz4_1,I4HpYGMMsz4,2-5s,4.0,238.0,0.0,0.1,-0.1,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,1,0,1,23.5,9.25,7,1,1,1,25.0,12.5,1.0,0.012613225728273392,0.3475278317928314,0.6398589015007019,1.0,0.003231683047488332,0.5922608375549316,0.40450745820999146,1.0,0.4203244149684906,0.4082735776901245,0.17140203714370728,0.9999999403953552,0.0473160445690155,0.7456444501876831,0.2070395052433014
IJ6pm5Kns8A_1,IJ6pm5Kns8A,2-5s,2.0,209.0,0.0,0.2,-0.2,harmful,1,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,11,1,0,2,82.5,3.5,11,2,0,1,154.0,4.0,1.0,0.01831904985010624,0.017357051372528076,0.9643239974975586,1.0,0.022247759625315666,0.19445258378982544,0.7832996845245361,0.9999999403953552,0.15973533689975739,0.03227200359106064,0.8079926371574402,1.0,0.055399879813194275,0.27450835704803467,0.6700918078422546
IJ6pm5Kns8A_2,IJ6pm5Kns8A,2-5s,2.0,209.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,11,1,0,173.0,3.0,4,9,1,1,18.0,5.0,0.9999999403953552,0.04936559498310089,0.008414700627326965,0.9422197341918945,1.0,0.18959882855415344,0.006420496851205826,0.8039806485176086,1.0,0.11676141619682312,0.018689796328544617,0.8645488023757935,1.0,0.2802965044975281,0.010710835456848145,0.708992600440979
IsUG5SKWNZA_2,IsUG5SKWNZA,2-5s,2.0,134.0,0.0,0.2,-0.2,harmful,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,9,1,1,1,50.5,2.5,11,2,0,1,41.5,2.5,0.9999999403953552,0.0035872708540409803,0.04170482978224754,0.9547078609466553,1.0,0.0006625438691116869,0.1119081899523735,0.8874292969703674,0.9999999403953552,0.005282402038574219,0.057131145149469376,0.9375864267349243,1.0,0.001050940016284585,0.14861544966697693,0.850333571434021
ItS07xtdi4s_3,ItS07xtdi4s,2-5s,2.0,160.0,1.0,1.0,0.0,control,0,BLOCKED,No official common QD query-memory score; stored 768-D audio/text features are not compared.,1,11,2,0,81.0,3.0,1,11,3,0,81.5,2.5,1.0,0.0865393728017807,0.0012342524714767933,0.9122263789176941,1.0,0.3048001229763031,0.0027482903096824884,0.6924515962600708,1.0,0.13084368407726288,0.0068260664120316505,0.8623301982879639,1.0,0.3849225640296936,0.01224158052355051,0.6028358936309814
